ID,dialect,valency_pattern,encoding,verb_meaning,verb_evenki,corpus,coord_etc,verb_comment,arg_comment1,other_comments,place,collection,dialectal_group,text,speakers,genre,place_corp,region,dialect_corp,subdialect_corp,collector,source,title,year,year_from,year_to,speaker,gender,latin,cyrillic,translation_rus,translation_eng,translation_de,comment_corpus,transcribed_by
ex_0072,Ilimpi,come_LOC,LOC,come,əmə,IL,yes,caus,,,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],jaŋkākūndulā {{əməfso}} ihəldulā.,"Яӈка̄кӯндула̄ эмэвсо, иhэлдула̄.","На горы принесла, на камни.",ND,ND,—,[transcribed_by: ...]
ex_0073,Ilimpi,come_LOC,LOC,come,əmə,IL,,caus,,,Chirinda,Chirinda_K,Northern,Рассказ о жизни (Хутокогир Григорий Николаевич) [2007],[author: Хутокогир Григорий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-o-zhizni-g-n-hutokogir],[title: Рассказ о жизни],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],taduk ər turulā {{əməwuŋkītin}} gurušš’ikil.,Тадук эр Турула̄ эмэвуңкӣтын гурушшикил.,"Потом, это, в Туру привозили грузчики.",ND,ND,—,[transcribed_by: ...]
ex_0074,Ilimpi,come_LOC,LOC,come,əmə,IL,,,animate,,Chirinda,Chirinda_K,Northern,Как собака лишилась речи (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kak-sobaka-lishilas-rechi-v-h-eldogir],[title: Как собака лишилась речи],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],gorolčōlon hələ {{əməmokōsa}} ŋinakindulā.,"Горолчо̄лон, hэлэ эмэмоко̄са ӈинакиндула̄.","Когда Бог ушел дальше, черт-то пришел потихоньку к собаке.",ND,ND,—,[transcribed_by: ...]
ex_0075,Ilimpi,come_LOC,LOC,come,əmə,IL,,,animate,,Chirinda,Chirinda_K,Northern,Комое (и старики) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir],[title: Комое (и старики)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar atirkān umukin biďərəkin komojəmi {{əmərən}} tar atirkāndulā.,"Тар атырка̄н умукин бидерэкин, Комоеми эмэрэн тар атырка̄ндула̄.","Когда старуха была одна, пришел к той старухе Комое.",ND,ND,—,[transcribed_by: ...]
ex_0076,Ilimpi,come_LOC,LOC,come,əmə,IL,,,animate,,Chirinda,Chirinda_K,Northern,Огонь (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/ogon-v-h-eldogir],[title: Огонь],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ər mindulā {{əməØndətə}} əpet minŋīwali toγow hīwrən.,"Эр миндула̄ эмэндэ-тэ, эпэт минӈӣ-вали тогов hӣврэн.","И когда ко мне вошла, у меня тоже погас огонь.",ND,ND,—,[transcribed_by: ...]
ex_0077,Ilimpi,help_ACC,ACC,help,bələ,IL,,,,,Chirinda,Chirinda_K,Northern,Рассказ о жизни (Хутокогир Григорий Николаевич) [2007],[author: Хутокогир Григорий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-o-zhizni-g-n-hutokogir],[title: Рассказ о жизни],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],bi kuŋakan tōlī aminmi luhu {{bələďəŋkīf}}.,"Би, куңакан то̄лӣ, аминми луху бэлэдеңкӣф.","Я, ребенок тогда, отцу своему всегда помогал.",ND,ND,—,[transcribed_by: ...]
ex_0078,Ilimpi,help_DAT,DAT,help,bələ,IL,,,,self-repair,Chirinda,Chirinda_K,Northern,Рассказ о жизни (Хутокогир Григорий Николаевич) [2007],[author: Хутокогир Григорий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-o-zhizni-g-n-hutokogir],[title: Рассказ о жизни],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],hākin ďəptəldū kurupādū mazlodū burdukadū əsə huntildū bu {{bələŋkīwun}} orolon orolordū ďəmūďərīldū mənŋīwər hələrəkin ə̄wər.,"Ха̄кин, дептэл-дӯ, крупа̄-дӯ, масло-дӯ, бурдука-дӯ, эсэ хунтил-дӯ бу бэлэңкӣвун оролон= оролордӯ демӯдерӣлдӯ, мэнңӣвэр хэлэрэкин э̄вэр.","Сахар, еда, крупа, масло, мука, еще другие [продукты], мы помогли, оленеводы, оленеводам голодающим, если у нас останется что-то.",ND,ND,—,[transcribed_by: ...]
ex_0079,Ilimpi,leave_LAT,LAT,leave,suru,IL,,,deict,1 arg,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],irtiki tartiki {{huruwuttəØ}}.,Иртики тартики hурувуттэ.,Туда-сюда [=куда туда] возили.,ND,ND,—,[transcribed_by: ...]
ex_0080,Ilimpi,leave_LAT,LAT,leave,suru,IL,,caus,deict,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərtikīkun {{huruwrəØ}} lupūlə.,Эртикӣ-кун hуруврэ лупӯлэ.,Повезли сюда мимо.,ND,ND,—,[transcribed_by: ...]
ex_0081,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,deict,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərtikīkon {{hurusāwun}} muruktəgidātkī zapattikī ə̄ wastoktikīkun.,"Эртикӣкон hуруса̄вун муруктэгида̄ткӣ, западтикӣ, э̄, востоктикӣ-кун.","В эту сторону ездили, в сторону Мурукты, на запад, нет, на восток.",ND,ND,—,[transcribed_by: ...]
ex_0082,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərtikīkon {{hurusāwun}} muruktəgidātkī zapattikī ə̄ wastoktikīkun.,"Эртикӣкон hуруса̄вун муруктэгида̄ткӣ, западтикӣ, э̄, востоктикӣ-кун.","В эту сторону ездили, в сторону Мурукты, на запад, нет, на восток.",ND,ND,—,[transcribed_by: ...]
ex_0083,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərtikīkon {{hurusāwun}} muruktəgidātkī zapattikī ə̄ wastoktikīkun.,"Эртикӣкон hуруса̄вун муруктэгида̄ткӣ, западтикӣ, э̄, востоктикӣ-кун.","В эту сторону ездили, в сторону Мурукты, на запад, нет, на восток.",ND,ND,—,[transcribed_by: ...]
ex_0084,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ərtikīkon {{hurusāwun}} muruktəgidātkī zapattikī ə̄ wastoktikīkun.,"Эртикӣкон hуруса̄вун муруктэгида̄ткӣ, западтикӣ, э̄, востоктикӣ-кун.","В эту сторону ездили, в сторону Мурукты, на запад, нет, на восток.",ND,ND,—,[transcribed_by: ...]
ex_0085,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ədu ďəptilələwər gadaØda ďupkuntikīkun ər s’evərgidātkī {{huruwrəØ}} əpet.,"Эду дептилэлэвэр гада-да, Дюпкунтикӣ-кун, эр севэргида̄ткӣ hуруврэ эпет.","Здесь продукты взяли и в сторону Дюпкуна, в сторону севера повезли опять.",ND,ND,—,[transcribed_by: ...]
ex_0086,Ilimpi,leave_LAT,LAT,leave,suru,IL,yes,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ədu ďəptilələwər gadaØda ďupkuntikīkun ər s’evərgidātkī {{huruwrəØ}} əpet.,"Эду дептилэлэвэр гада-да, Дюпкунтикӣ-кун, эр севэргида̄ткӣ hуруврэ эпет.","Здесь продукты взяли и в сторону Дюпкуна, в сторону севера повезли опять.",ND,ND,—,[transcribed_by: ...]
ex_0087,Ilimpi,leave_LAT,LAT,leave,suru,IL,,,,,Chirinda,Chirinda_K,Northern,На нижней земле (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/na-nizhney-zemle-v-h-eldogir],[title: На нижней земле],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],dundəŋtikīji {{hurulmi}} {{hurupďəŋōw}}.,"Дундэӈтыкӣи hурулми, hурупдеӈо̄в.","Когда пойду на свою землю, унесу.",ND,ND,—,[transcribed_by: ...]
ex_0088,Ilimpi,leave_LAT,LAT,leave,suru,IL,,,,also ski,Chirinda,Chirinda_K,Northern,Охотничий рассказ (Хутокогир Дмитрий Николаевич) [2007],[author: Хутокогир Дмитрий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/ohotnichiy-rasskaz-d-n-hutokogir],[title: Охотничий рассказ],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],orord'i {{huruldiŋkīf}} d’alnunmi kərgənnunmi dīskī orortiki.,"Орорди хурулдиңкӣф дялнунми, кэргэннунми дӣскӣ орортики.","На оленях (=оленями) уезжал вместе с родственниками, с семьей в тайгу (=вверх по склону) к оленям.",ND,ND,—,[transcribed_by: ...]
ex_0089,Ilimpi,reach_ACC,ACC,reach,is,IL,,caus,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar hələ tukalanmə {{ihīwraØ}} tar bəjəlbə.,Тар hэлэ Тукаланмэ иhӣвра тар бэелбэ.,Вот до Тукалана довезли этих людей.,ND,ND,—,[transcribed_by: ...]
ex_0090,Ilimpi,reach_ACC,ACC,reach,is,IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],{{istan}} tar ďuji.,Истан тар дюи.,Дошел до дома.,ND,ND,—,[transcribed_by: ...]
ex_0091,Ilimpi,reach_ACC,ACC,reach,is,IL,,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ekspəditsijə načalnikin tadū ďəptilələ̄tin butčo tušonkalbə ukunmilbə huwulbon čirindawa {{ihiwunatin}}.,"Экспедиция начальникин тадӯ дептилэлэ̄тын бутчо: тушонкалбэ, укунмилбэ, hувулбон Чириндава иhивунатын.","Начальник экспедиции там продукты выдал: тушенку, молоко, все — чтобы они доехали до Чиринды.",ND,ND,—,[transcribed_by: ...]
ex_0092,Ilimpi,reach_ACC,ACC,reach,is,IL,,,wh,,Chirinda,Chirinda_K,Northern,Как росомаха обманула птиц (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kak-rosomaha-obmanula-ptic-v-h-eldogir],[title: Как росомаха обманула птиц],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar əďiŋə̄ dəgrə {{ista}} əwadā.,"Тар эдиӈэ̄ дэгрэ, иста эва-да̄.","Не может никуда улететь, долететь.",ND,ND,—,[transcribed_by: ...]
ex_0093,Ilimpi,reach_LOC,LOC,reach,is,IL,,,wh,,Chirinda,Chirinda_K,Northern,Рассказ о жизни (Хутокогир Григорий Николаевич) [2007],[author: Хутокогир Григорий Николаевич],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-o-zhizni-g-n-hutokogir],[title: Рассказ о жизни],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ilodo {{isťəŋāt}},Ило-до истеңа̄т.,Хоть куда дойдем.,ND,ND,—,[transcribed_by: ...]
ex_0094,Ilimpi,reach_LOC,LOC,reach,is,IL,,,deict,,Chirinda,Chirinda_K,Northern,На нижней земле (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/na-nizhney-zemle-v-h-eldogir],[title: На нижней земле],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tālā {{isśa}} ēkunməl ə ə̄lahawal ilčadā tar hərgīskī burukonəm.,"Та̄ла̄ исся, ēкун-мэл... э... э̄лаhа-вал илча-да̄, тар hэргӣскӣ буруконэм.","Туда попал и вот наконец встал, после того как упал вниз.",ND,ND,—,[transcribed_by: ...]
ex_0095,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Мирэгды (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/miregdy-v-h-eldogir],[title: Мирэгды],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar {{guśo}} tar bəjə dagamārakin gu= guluwundulān tar bəjəwə.,"Тар гусё тар бэе, дагама̄ракин гулувундула̄н, тар бэевэ:","Когда человек приблизился к костру, он сказал этому человеку:",ND,ND,—,[transcribed_by: ...]
ex_0096,Ilimpi,say_ACC,ACC,say,gūn,IL,,ask,,,Chirinda,Chirinda_K,Northern,Как собака лишилась речи (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kak-sobaka-lishilas-rechi-v-h-eldogir],[title: Как собака лишилась речи],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ŋinakinma {{gulčo}}.,Ӈинакинма гулчо:,Спросил у собаки:,ND,ND,—,[transcribed_by: ...]
ex_0097,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Рассказ об отце (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: lifestory],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/rasskaz-ob-otce-v-h-eldogir],[title: Рассказ об отце],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],nuŋarwatin {{gūśol}}.,Нуңарватын гӯсёл:,Им сказали:,ND,ND,—,[transcribed_by: ...]
ex_0098,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar sarśikan {{gulčo}} tar tar hutəlwon.,Тар Сарсикан гулчо тар hутэлвон:,Сарсикан сказал детям:,ND,ND,—,[transcribed_by: ...]
ex_0099,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],{{guśo}} tar bəjəwə tar kiŋgit.,— гусё тар бэевэ тар Киӈгит.,— сказал тому человеку тот Кингит.,ND,ND,—,[transcribed_by: ...]
ex_0100,Ilimpi,say_ACC,ACC,say,gūn,IL,,ask,,,Chirinda,Chirinda_K,Northern,Комое (и старики) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir],[title: Комое (и старики)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tuŋ ńikərəndā tar atirkānmə {{gulčo}}.,"Туӈ никэрэн-да̄, тар атырка̄нмэ гулчо:.","[Так делая,] спросил у старухи:",ND,ND,—,[transcribed_by: ...]
ex_0101,Ilimpi,say_ACC,ACC,say,gūn,IL,modif,ask,,,Chirinda,Chirinda_K,Northern,Комое (и старики) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir],[title: Комое (и старики)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],komojəmi tar ahīwə atirkānmə {{gulčo}}.,"Комоеми тар аhӣвэ, атырка̄нмэ гулчо:","Комое спросил у этой женщины, старухи:",ND,ND,—,[transcribed_by: ...]
ex_0102,Ilimpi,say_ACC,ACC,say,gūn,IL,modif,ask,,,Chirinda,Chirinda_K,Northern,Комое (и старики) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir],[title: Комое (и старики)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],komojəmi tar ahīwə atirkānmə {{gulčo}}.,"Комоеми тар аhӣвэ, атырка̄нмэ гулчо:","Комое спросил у этой женщины, старухи:",ND,ND,—,[transcribed_by: ...]
ex_0103,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Комое (и Сарсикан) (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/komoe-v-h-eldogir-0],[title: Комое (и Сарсикан)],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],tar hu huńīlbi {{gunifkī}} biśo.,Тар hунӣлби гунивкӣ бисё:,Говорил дочерям:,ND,ND,—,[transcribed_by: ...]
ex_0104,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],jōsaldā bəjəjoj ətəkəl ətəkəl ətəkəl {{gu}} {{gulčəl}} tar bəjəwə altaśilčal.,"Ёсал-да̄, «Бэеёй, этэкэл, этэкэл, этэкэл! — гулчэл тар бэевэ, алтасилчал. —","Испугались и стали говорить тому человеку: «Дружок, перестань, перестань перестань! — стали умолять. —",ND,ND,—,[transcribed_by: ...]
ex_0105,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Лиса и росомаха (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/lisa-i-rosomaha-v-h-eldogir],[title: Лиса и росомаха],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],ətirkōnmə {{guśo}}.,Этырко̄нмэ гусё:,Старику сказала:,ND,ND,—,[transcribed_by: ...]
ex_0106,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Кингит (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/kingit-v-h-eldogir],[title: Кингит],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],{{guśo}} tar hutəlwon.,гусё тар hутэлвон.,сказал он детям.,ND,ND,—,[transcribed_by: ...]
ex_0107,Ilimpi,say_ACC,ACC,say,gūn,IL,,,,,Chirinda,Chirinda_K,Northern,Огонь (Ёлдогир Валентина Христофоровна) [2007],[author: Ёлдогир Валентина Христофоровна],[genre: folklore],[recplace: Чиринда],[region: ...],[dialect: ...],[subdialect: ...],[collector: Kazakeich et al.],[site_url: http://siberian-lang.srcc.msu.ru/ru/text/ogon-v-h-eldogir],[title: Огонь],[year: 2007],[year_from: 2007],[year_to: 2007],[speaker: ],[gender: ...],{{guśo}} toγoji.,гусё тогои.,сказала огню.,ND,ND,—,[transcribed_by: ...]
